 - - - Fold 1/6 - - -

Train volume count: 294
Validation volume count: 76
Validation volumes: ['24' '28' '15' '78' '82' '25' '40' '31' '29' '7' '41' '33' '76' '30' '87'
 '77' '79' '43' '47' '35' '16' '44' '26' '81' '46' '45' '50' '18' '32'
 '21' '85' '3' '19' '2' '20' '17' '49' '42' '84' '39' '86']

Epoch [0001/0300], Training Loss: 1.1942, Validation Loss: 0.5188, Dropout p: 0.30, Patience: 0/75            
Epoch [0172/0300], Training Loss: 0.0608, Validation Loss: 0.0684, Dropout p: 0.30, Patience: 60/75            
Epoch [0173/0300], Training Loss: 0.0626, Validation Loss: 0.0703, Dropout p: 0.30, Patience: 61/75            
Epoch [0174/0300], Training Loss: 0.0752, Validation Loss: 0.0806, Dropout p: 0.30, Patience: 62/75            
Epoch [0175/0300], Training Loss: 0.0578, Validation Loss: 0.0717, Dropout p: 0.30, Patience: 63/75            
Epoch [0176/0300], Training Loss: 0.0486, Validation Loss: 0.0679, Dropout p: 0.30, Patience: 64/75            
Epoch [0177/0300], Training Loss: 0.0601, Validation Loss: 0.0741, Dropout p: 0.30, Patience: 65/75            
Epoch [0178/0300], Training Loss: 0.0871, Validation Loss: 0.0729, Dropout p: 0.30, Patience: 66/75            
Epoch [0179/0300], Training Loss: 0.0675, Validation Loss: 0.0695, Dropout p: 0.30, Patience: 67/75            
Epoch [0180/0300], Training Loss: 0.0834, Validation Loss: 0.0674, Dropout p: 0.30, Patience: 68/75            
Epoch [0181/0300], Training Loss: 0.0586, Validation Loss: 0.0776, Dropout p: 0.30, Patience: 69/75            
Epoch [0182/0300], Training Loss: 0.0665, Validation Loss: 0.0696, Dropout p: 0.30, Patience: 70/75            
Epoch [0183/0300], Training Loss: 0.0601, Validation Loss: 0.0758, Dropout p: 0.30, Patience: 71/75            
Epoch [0184/0300], Training Loss: 0.0606, Validation Loss: 0.0715, Dropout p: 0.30, Patience: 72/75            
Epoch [0185/0300], Training Loss: 0.0502, Validation Loss: 0.0695, Dropout p: 0.30, Patience: 73/75            
Epoch [0186/0300], Training Loss: 0.0700, Validation Loss: 0.0728, Dropout p: 0.30, Patience: 74/75            
Epoch [0187/0300], Training Loss: 0.0607, Validation Loss: 0.0819, Dropout p: 0.30, Patience: 75/75            

Evaluating model on test set...
Predicted TBV: 212.26	Actual TBV: 191.67	Difference: 20.59
Predicted TBV: 122.31	Actual TBV: 114.85	Difference: 7.46
Predicted TBV: 201.10	Actual TBV: 186.51	Difference: 14.59
Predicted TBV: 218.60	Actual TBV: 234.86	Difference: 16.26
Predicted TBV: 207.10	Actual TBV: 194.67	Difference: 12.43
Predicted TBV: 331.65	Actual TBV: 345.78	Difference: 14.13
Predicted TBV: 199.60	Actual TBV: 188.30	Difference: 11.30
Predicted TBV: 154.94	Actual TBV: 149.17	Difference: 5.77
Predicted TBV: 166.02	Actual TBV: 171.12	Difference: 5.10
Predicted TBV: 214.30	Actual TBV: 233.84	Difference: 19.54
Predicted TBV: 252.42	Actual TBV: 254.71	Difference: 2.29
Predicted TBV: 242.98	Actual TBV: 255.48	Difference: 12.50
Predicted TBV: 276.21	Actual TBV: 278.41	Difference: 2.20
Predicted TBV: 124.75	Actual TBV: 111.38	Difference: 13.37
Predicted TBV: 222.00	Actual TBV: 215.93	Difference: 6.07
Predicted TBV: 238.79	Actual TBV: 259.25	Difference: 20.46
Predicted TBV: 227.56	Actual TBV: 217.71	Difference: 9.85
Predicted TBV: 153.35	Actual TBV: 135.08	Difference: 18.27
Predicted TBV: 132.58	Actual TBV: 122.70	Difference: 9.88
Predicted TBV: 233.35	Actual TBV: 261.73	Difference: 28.38
Predicted TBV: 143.22	Actual TBV: 145.49	Difference: 2.27
Predicted TBV: 137.83	Actual TBV: 120.88	Difference: 16.95
Predicted TBV: 263.30	Actual TBV: 282.63	Difference: 19.33
Predicted TBV: 279.78	Actual TBV: 296.85	Difference: 17.07
Predicted TBV: 241.21	Actual TBV: 234.41	Difference: 6.80
Predicted TBV: 175.68	Actual TBV: 162.92	Difference: 12.76
Predicted TBV: 139.77	Actual TBV: 132.57	Difference: 7.20
Predicted TBV: 181.74	Actual TBV: 180.00	Difference: 1.74
Predicted TBV: 280.76	Actual TBV: 286.97	Difference: 6.21
Predicted TBV: 256.69	Actual TBV: 225.25	Difference: 31.44
Predicted TBV: 185.07	Actual TBV: 187.35	Difference: 2.28
Predicted TBV: 143.83	Actual TBV: 141.36	Difference: 2.47
Predicted TBV: 206.25	Actual TBV: 185.07	Difference: 21.18
Predicted TBV: 126.23	Actual TBV: 117.04	Difference: 9.19
Predicted TBV: 249.49	Actual TBV: 224.48	Difference: 25.01
Predicted TBV: 157.73	Actual TBV: 157.30	Difference: 0.43
Predicted TBV: 193.11	Actual TBV: 185.44	Difference: 7.67
Predicted TBV: 197.12	Actual TBV: 186.32	Difference: 10.80
Predicted TBV: 212.93	Actual TBV: 191.36	Difference: 21.57
Predicted TBV: 188.06	Actual TBV: 184.19	Difference: 3.87

Evaluating model with 30 Bayesian runs...

Evaluating model with transforms and dropout...
Refused raster with error 12.30. TBV: 14.13.
Refused raster with error 10.54. TBV: 5.10.
Refused raster with error 11.51. TBV: 2.29.
Refused raster with error 10.97. TBV: 12.50.
Refused raster with error 11.94. TBV: 18.27.
Refused raster with error 13.71. TBV: 19.33.
Refused raster with error 14.33. TBV: 2.28.
Refused raster with error 14.04. TBV: 7.67.
Refused raster with error 13.07. TBV: 29.50.
Refused raster with error 10.55. TBV: 2.53.
Refused raster with error 11.91. TBV: 7.61.

Evaluating model with transforms only...
Refused raster with error 5.63. TBV: 20.59.
Refused raster with error 5.93. TBV: 14.13.
Refused raster with error 5.69. TBV: 5.10.
Refused raster with error 5.81. TBV: 2.29.
Refused raster with error 8.33. TBV: 18.27.
Refused raster with error 6.61. TBV: 19.33.
Refused raster with error 5.85. TBV: 12.76.
Refused raster with error 7.37. TBV: 2.28.
Refused raster with error 6.58. TBV: 7.67.
Refused raster with error 5.97. TBV: 29.50.
Refused raster with error 7.38. TBV: 6.09.
Refused raster with error 8.43. TBV: 7.61.

Evaluating model with dropout only...
Refused raster with error 14.92. TBV: 14.13.
Refused raster with error 12.58. TBV: 2.29.
Refused raster with error 9.57. TBV: 18.27.
Refused raster with error 13.11. TBV: 19.33.
Refused raster with error 14.32. TBV: 2.28.
Refused raster with error 12.80. TBV: 7.67.
Refused raster with error 12.14. TBV: 29.50.
Refused raster with error 10.20. TBV: 16.61.
Refused raster with error 13.04. TBV: 7.04.
Refused raster with error 11.37. TBV: 2.71.

- - - - - -
Non-bayesian prediction:
Total Raster Count: 58
Mean Absolute Error: 11.17 cc
Standard Deviation: 7.82 cc
Big error count (>30): 1
Big error mean: 31.44 cc
Big error std: 0.00 cc
- - - - - -

Bayesian prediction Dropout + Transforms Bayes:
Refused Raster Count: 11
Refused Raster Percentage: 18.97%
Refusal threshold: 10.35
Mean Absolute Error: 11.21 cc
Standard Deviation: 7.70 cc
Big error count (>30): 1
Big error mean: 31.44 cc
Big error std: 0.00 cc
- - - - - -

Bayesian prediction Transforms Bayes:
Refused Raster Count: 12
Refused Raster Percentage: 20.69%
Refusal threshold: 5.625
Mean Absolute Error: 10.92 cc
Standard Deviation: 7.73 cc
Big error count (>30): 1
Big error mean: 31.44 cc
Big error std: 0.00 cc
- - - - - -

Bayesian prediction Dropout Bayes:
Refused Raster Count: 10
Refused Raster Percentage: 17.24%
Refusal threshold: 9.0
Mean Absolute Error: 11.00 cc
Standard Deviation: 7.63 cc
Big error count (>30): 1
Big error mean: 31.44 cc
Big error std: 0.00 cc
- - - - - -

 - - - Fold 4/6 - - -

Train volume count: 296
Validation volume count: 74
Validation volumes: ['23' '48' '38' '1' '80' '22' '27' '36' '24' '28' '15' '78' '82' '25' '40'
 '31' '29' '7' '41' '33' '76' '30' '87' '77' '46' '45' '50' '18' '32' '21'
 '85' '3' '19' '2' '20' '17' '49' '42' '84' '39' '86']

Epoch [0001/0300], Training Loss: 1.0741, Validation Loss: 1.0525, Dropout p: 0.30, Patience: 0/75            
Epoch [0002/0300], Training Loss: 0.9628, Validation Loss: 1.6557, Dropout p: 0.30, Patience: 0/75            
Epoch [0003/0300], Training Loss: 0.8868, Validation Loss: 1.0078, Dropout p: 0.30, Patience: 0/75            
Epoch [0004/0300], Training Loss: 0.7396, Validation Loss: 1.2992, Dropout p: 0.30, Patience: 0/75            
Epoch [0005/0300], Training Loss: 0.6361, Validation Loss: 0.5572, Dropout p: 0.30, Patience: 0/75            
Epoch [0006/0300], Training Loss: 0.5396, Validation Loss: 0.5146, Dropout p: 0.30, Patience: 0/75            
Epoch [0007/0300], Training Loss: 0.4911, Validation Loss: 0.3726, Dropout p: 0.30, Patience: 0/75            
Epoch [0008/0300], Training Loss: 0.4216, Validation Loss: 0.3138, Dropout p: 0.30, Patience: 0/75            
Epoch [0009/0300], Training Loss: 0.4510, Validation Loss: 0.2973, Dropout p: 0.30, Patience: 0/75            
Epoch [0010/0300], Training Loss: 0.4660, Validation Loss: 0.2927, Dropout p: 0.30, Patience: 0/75            
Epoch [0011/0300], Training Loss: 0.3882, Validation Loss: 0.2179, Dropout p: 0.30, Patience: 0/75            
Epoch [0012/0300], Training Loss: 0.3863, Validation Loss: 0.2477, Dropout p: 0.30, Patience: 0/75            
Epoch [0013/0300], Training Loss: 0.3417, Validation Loss: 0.3942, Dropout p: 0.30, Patience: 0/75            
Epoch [0014/0300], Training Loss: 0.3563, Validation Loss: 0.2758, Dropout p: 0.30, Patience: 0/75            
Epoch [0015/0300], Training Loss: 0.3811, Validation Loss: 0.2658, Dropout p: 0.30, Patience: 0/75            
Epoch [0016/0300], Training Loss: 0.3290, Validation Loss: 0.5045, Dropout p: 0.30, Patience: 0/75            
Epoch [0017/0300], Training Loss: 0.2827, Validation Loss: 0.2165, Dropout p: 0.30, Patience: 0/75            
Epoch [0018/0300], Training Loss: 0.3151, Validation Loss: 0.2492, Dropout p: 0.30, Patience: 0/75            
Epoch [0019/0300], Training Loss: 0.4027, Validation Loss: 0.2043, Dropout p: 0.30, Patience: 0/75            
Epoch [0020/0300], Training Loss: 0.3052, Validation Loss: 0.2140, Dropout p: 0.30, Patience: 0/75            
Epoch [0021/0300], Training Loss: 0.3726, Validation Loss: 0.2534, Dropout p: 0.30, Patience: 0/75            
Epoch [0022/0300], Training Loss: 0.3303, Validation Loss: 0.3344, Dropout p: 0.30, Patience: 0/75            
Epoch [0023/0300], Training Loss: 0.3023, Validation Loss: 0.2771, Dropout p: 0.30, Patience: 0/75            
Epoch [0024/0300], Training Loss: 0.2795, Validation Loss: 0.1652, Dropout p: 0.30, Patience: 0/75            
Epoch [0025/0300], Training Loss: 0.2468, Validation Loss: 0.2661, Dropout p: 0.30, Patience: 0/75            
Epoch [0026/0300], Training Loss: 0.2949, Validation Loss: 0.2143, Dropout p: 0.30, Patience: 0/75            
Epoch [0027/0300], Training Loss: 0.2420, Validation Loss: 0.3338, Dropout p: 0.30, Patience: 0/75            
Epoch [0028/0300], Training Loss: 0.3337, Validation Loss: 0.1693, Dropout p: 0.30, Patience: 0/75            
Epoch [0029/0300], Training Loss: 0.1922, Validation Loss: 0.3154, Dropout p: 0.30, Patience: 0/75            
Epoch [0030/0300], Training Loss: 0.2657, Validation Loss: 0.2384, Dropout p: 0.30, Patience: 0/75            
Epoch [0031/0300], Training Loss: 0.2188, Validation Loss: 0.1910, Dropout p: 0.30, Patience: 0/75            
Epoch [0032/0300], Training Loss: 0.2036, Validation Loss: 0.2316, Dropout p: 0.30, Patience: 0/75            
Epoch [0033/0300], Training Loss: 0.2284, Validation Loss: 0.2138, Dropout p: 0.30, Patience: 0/75            
Epoch [0034/0300], Training Loss: 0.2066, Validation Loss: 0.1940, Dropout p: 0.30, Patience: 0/75            
Epoch [0035/0300], Training Loss: 0.2214, Validation Loss: 0.2380, Dropout p: 0.30, Patience: 0/75            
Epoch [0036/0300], Training Loss: 0.1932, Validation Loss: 0.1940, Dropout p: 0.30, Patience: 0/75            
Epoch [0037/0300], Training Loss: 0.2210, Validation Loss: 0.1623, Dropout p: 0.30, Patience: 0/75            
Epoch [0038/0300], Training Loss: 0.2594, Validation Loss: 0.1805, Dropout p: 0.30, Patience: 0/75            
Epoch [0039/0300], Training Loss: 0.1832, Validation Loss: 0.1679, Dropout p: 0.30, Patience: 0/75            
Epoch [0040/0300], Training Loss: 0.1663, Validation Loss: 0.1653, Dropout p: 0.30, Patience: 0/75            
Epoch [0041/0300], Training Loss: 0.1697, Validation Loss: 0.2271, Dropout p: 0.30, Patience: 0/75            
Epoch [0042/0300], Training Loss: 0.1822, Validation Loss: 0.1544, Dropout p: 0.30, Patience: 0/75            
Epoch [0043/0300], Training Loss: 0.1486, Validation Loss: 0.1945, Dropout p: 0.30, Patience: 0/75            
Epoch [0044/0300], Training Loss: 0.1699, Validation Loss: 0.1695, Dropout p: 0.30, Patience: 0/75            
Epoch [0045/0300], Training Loss: 0.1638, Validation Loss: 0.1651, Dropout p: 0.30, Patience: 0/75            
Epoch [0046/0300], Training Loss: 0.1383, Validation Loss: 0.1927, Dropout p: 0.30, Patience: 0/75            
Epoch [0047/0300], Training Loss: 0.1687, Validation Loss: 0.1664, Dropout p: 0.30, Patience: 0/75            
Epoch [0048/0300], Training Loss: 0.2221, Validation Loss: 0.1760, Dropout p: 0.30, Patience: 0/75            
Epoch [0049/0300], Training Loss: 0.2019, Validation Loss: 0.1785, Dropout p: 0.30, Patience: 0/75            
Epoch [0050/0300], Training Loss: 0.1517, Validation Loss: 0.2703, Dropout p: 0.30, Patience: 0/75            
Epoch [0051/0300], Training Loss: 0.1806, Validation Loss: 0.1297, Dropout p: 0.30, Patience: 0/75            
Epoch [0052/0300], Training Loss: 0.1550, Validation Loss: 0.1264, Dropout p: 0.30, Patience: 0/75            
Epoch [0053/0300], Training Loss: 0.1334, Validation Loss: 0.1349, Dropout p: 0.30, Patience: 0/75            
Epoch [0054/0300], Training Loss: 0.1460, Validation Loss: 0.1643, Dropout p: 0.30, Patience: 0/75            
Epoch [0055/0300], Training Loss: 0.1297, Validation Loss: 0.1634, Dropout p: 0.30, Patience: 0/75            
Epoch [0056/0300], Training Loss: 0.1204, Validation Loss: 0.1710, Dropout p: 0.30, Patience: 0/75            
Epoch [0057/0300], Training Loss: 0.1396, Validation Loss: 0.1251, Dropout p: 0.30, Patience: 0/75            
Epoch [0058/0300], Training Loss: 0.1330, Validation Loss: 0.1463, Dropout p: 0.30, Patience: 0/75            
Epoch [0059/0300], Training Loss: 0.1110, Validation Loss: 0.1664, Dropout p: 0.30, Patience: 0/75            
Epoch [0060/0300], Training Loss: 0.1605, Validation Loss: 0.1178, Dropout p: 0.30, Patience: 0/75            
Epoch [0061/0300], Training Loss: 0.1227, Validation Loss: 0.1290, Dropout p: 0.30, Patience: 0/75            
Epoch [0062/0300], Training Loss: 0.1506, Validation Loss: 0.1634, Dropout p: 0.30, Patience: 0/75            
Epoch [0063/0300], Training Loss: 0.1460, Validation Loss: 0.1533, Dropout p: 0.30, Patience: 0/75            
Epoch [0064/0300], Training Loss: 0.1670, Validation Loss: 0.1583, Dropout p: 0.30, Patience: 0/75            
Epoch [0065/0300], Training Loss: 0.1405, Validation Loss: 0.1639, Dropout p: 0.30, Patience: 0/75            
Epoch [0066/0300], Training Loss: 0.1274, Validation Loss: 0.1850, Dropout p: 0.30, Patience: 0/75            
Epoch [0067/0300], Training Loss: 0.1421, Validation Loss: 0.1152, Dropout p: 0.30, Patience: 0/75            
Epoch [0068/0300], Training Loss: 0.1236, Validation Loss: 0.1503, Dropout p: 0.30, Patience: 0/75            
Epoch [0069/0300], Training Loss: 0.1188, Validation Loss: 0.1618, Dropout p: 0.30, Patience: 0/75            
Epoch [0070/0300], Training Loss: 0.1208, Validation Loss: 0.1430, Dropout p: 0.30, Patience: 0/75            
Epoch [0071/0300], Training Loss: 0.1043, Validation Loss: 0.1137, Dropout p: 0.30, Patience: 0/75            
Epoch [0072/0300], Training Loss: 0.0769, Validation Loss: 0.1156, Dropout p: 0.30, Patience: 0/75            
Epoch [0073/0300], Training Loss: 0.0949, Validation Loss: 0.1160, Dropout p: 0.30, Patience: 0/75            
Epoch [0074/0300], Training Loss: 0.0716, Validation Loss: 0.1234, Dropout p: 0.30, Patience: 0/75            
Epoch [0075/0300], Training Loss: 0.0748, Validation Loss: 0.1059, Dropout p: 0.30, Patience: 0/75            
Epoch [0076/0300], Training Loss: 0.1041, Validation Loss: 0.1084, Dropout p: 0.30, Patience: 0/75            
Epoch [0077/0300], Training Loss: 0.0948, Validation Loss: 0.1024, Dropout p: 0.30, Patience: 0/75            
Epoch [0078/0300], Training Loss: 0.0895, Validation Loss: 0.1128, Dropout p: 0.30, Patience: 0/75            
Epoch [0079/0300], Training Loss: 0.0932, Validation Loss: 0.0924, Dropout p: 0.30, Patience: 0/75            
Epoch [0080/0300], Training Loss: 0.0852, Validation Loss: 0.1012, Dropout p: 0.30, Patience: 0/75            
Epoch [0081/0300], Training Loss: 0.0793, Validation Loss: 0.1079, Dropout p: 0.30, Patience: 0/75            
Epoch [0082/0300], Training Loss: 0.0707, Validation Loss: 0.1302, Dropout p: 0.30, Patience: 0/75            
Epoch [0083/0300], Training Loss: 0.1016, Validation Loss: 0.1363, Dropout p: 0.30, Patience: 0/75            
Epoch [0084/0300], Training Loss: 0.0782, Validation Loss: 0.1336, Dropout p: 0.30, Patience: 0/75            
Epoch [0085/0300], Training Loss: 0.0744, Validation Loss: 0.1065, Dropout p: 0.30, Patience: 0/75            
Epoch [0086/0300], Training Loss: 0.0772, Validation Loss: 0.0973, Dropout p: 0.30, Patience: 0/75            
Epoch [0087/0300], Training Loss: 0.0788, Validation Loss: 0.1151, Dropout p: 0.30, Patience: 0/75            
Epoch [0088/0300], Training Loss: 0.0953, Validation Loss: 0.1174, Dropout p: 0.30, Patience: 0/75            
Epoch [0089/0300], Training Loss: 0.0844, Validation Loss: 0.1146, Dropout p: 0.30, Patience: 0/75            
Epoch [0090/0300], Training Loss: 0.0828, Validation Loss: 0.1119, Dropout p: 0.30, Patience: 0/75            
Epoch [0091/0300], Training Loss: 0.0789, Validation Loss: 0.1274, Dropout p: 0.30, Patience: 0/75            
Epoch [0092/0300], Training Loss: 0.0772, Validation Loss: 0.1453, Dropout p: 0.30, Patience: 0/75            
Epoch [0093/0300], Training Loss: 0.0949, Validation Loss: 0.1291, Dropout p: 0.30, Patience: 0/75            
Epoch [0094/0300], Training Loss: 0.0767, Validation Loss: 0.1236, Dropout p: 0.30, Patience: 0/75            
Epoch [0095/0300], Training Loss: 0.0659, Validation Loss: 0.1411, Dropout p: 0.30, Patience: 0/75            
Epoch [0096/0300], Training Loss: 0.0838, Validation Loss: 0.1206, Dropout p: 0.30, Patience: 0/75            
Epoch [0097/0300], Training Loss: 0.0716, Validation Loss: 0.1325, Dropout p: 0.30, Patience: 0/75            
Epoch [0098/0300], Training Loss: 0.0700, Validation Loss: 0.1183, Dropout p: 0.30, Patience: 0/75            
Epoch [0099/0300], Training Loss: 0.0713, Validation Loss: 0.1243, Dropout p: 0.30, Patience: 0/75            
Epoch [0100/0300], Training Loss: 0.0686, Validation Loss: 0.1262, Dropout p: 0.30, Patience: 0/75            
Epoch [0101/0300], Training Loss: 0.0675, Validation Loss: 0.1220, Dropout p: 0.30, Patience: 0/75            
Epoch [0102/0300], Training Loss: 0.0658, Validation Loss: 0.1074, Dropout p: 0.30, Patience: 0/75            
Epoch [0103/0300], Training Loss: 0.0679, Validation Loss: 0.1123, Dropout p: 0.30, Patience: 1/75            
Epoch [0104/0300], Training Loss: 0.0625, Validation Loss: 0.1068, Dropout p: 0.30, Patience: 0/75            
Epoch [0105/0300], Training Loss: 0.0541, Validation Loss: 0.1088, Dropout p: 0.30, Patience: 1/75            
Epoch [0106/0300], Training Loss: 0.0630, Validation Loss: 0.1048, Dropout p: 0.30, Patience: 0/75            
Epoch [0107/0300], Training Loss: 0.0563, Validation Loss: 0.1118, Dropout p: 0.30, Patience: 1/75            
Epoch [0108/0300], Training Loss: 0.0734, Validation Loss: 0.1064, Dropout p: 0.30, Patience: 2/75            
Epoch [0109/0300], Training Loss: 0.0675, Validation Loss: 0.1117, Dropout p: 0.30, Patience: 3/75            
Epoch [0110/0300], Training Loss: 0.0563, Validation Loss: 0.1116, Dropout p: 0.30, Patience: 4/75            
Epoch [0111/0300], Training Loss: 0.0743, Validation Loss: 0.1407, Dropout p: 0.30, Patience: 5/75            
Epoch [0112/0300], Training Loss: 0.0573, Validation Loss: 0.1141, Dropout p: 0.30, Patience: 6/75            
Epoch [0113/0300], Training Loss: 0.0692, Validation Loss: 0.1148, Dropout p: 0.30, Patience: 7/75            
Epoch [0114/0300], Training Loss: 0.0591, Validation Loss: 0.1087, Dropout p: 0.30, Patience: 8/75            
Epoch [0115/0300], Training Loss: 0.0640, Validation Loss: 0.1128, Dropout p: 0.30, Patience: 9/75            
Epoch [0116/0300], Training Loss: 0.0783, Validation Loss: 0.1023, Dropout p: 0.30, Patience: 0/75            
Epoch [0117/0300], Training Loss: 0.0549, Validation Loss: 0.1121, Dropout p: 0.30, Patience: 1/75            
Epoch [0118/0300], Training Loss: 0.0597, Validation Loss: 0.1084, Dropout p: 0.30, Patience: 2/75            
Epoch [0119/0300], Training Loss: 0.0553, Validation Loss: 0.1088, Dropout p: 0.30, Patience: 3/75            
Epoch [0120/0300], Training Loss: 0.0492, Validation Loss: 0.1162, Dropout p: 0.30, Patience: 4/75            
Epoch [0121/0300], Training Loss: 0.0609, Validation Loss: 0.1160, Dropout p: 0.30, Patience: 5/75            
Epoch [0122/0300], Training Loss: 0.0592, Validation Loss: 0.1074, Dropout p: 0.30, Patience: 6/75            
Epoch [0123/0300], Training Loss: 0.0533, Validation Loss: 0.1190, Dropout p: 0.30, Patience: 7/75            
Epoch [0124/0300], Training Loss: 0.0613, Validation Loss: 0.1114, Dropout p: 0.30, Patience: 8/75            
Epoch [0125/0300], Training Loss: 0.0556, Validation Loss: 0.1128, Dropout p: 0.30, Patience: 9/75            
Epoch [0126/0300], Training Loss: 0.0595, Validation Loss: 0.1154, Dropout p: 0.30, Patience: 10/75            
Epoch [0127/0300], Training Loss: 0.0579, Validation Loss: 0.1145, Dropout p: 0.30, Patience: 11/75            
Epoch [0128/0300], Training Loss: 0.0512, Validation Loss: 0.1087, Dropout p: 0.30, Patience: 12/75            
Epoch [0129/0300], Training Loss: 0.0627, Validation Loss: 0.1080, Dropout p: 0.30, Patience: 13/75            
Epoch [0130/0300], Training Loss: 0.0524, Validation Loss: 0.1157, Dropout p: 0.30, Patience: 14/75            
Epoch [0131/0300], Training Loss: 0.0601, Validation Loss: 0.1107, Dropout p: 0.30, Patience: 15/75            
Epoch [0132/0300], Training Loss: 0.0441, Validation Loss: 0.1114, Dropout p: 0.30, Patience: 16/75            
Epoch [0133/0300], Training Loss: 0.0509, Validation Loss: 0.1098, Dropout p: 0.30, Patience: 17/75            
Epoch [0134/0300], Training Loss: 0.0553, Validation Loss: 0.1097, Dropout p: 0.30, Patience: 18/75            
Epoch [0135/0300], Training Loss: 0.0696, Validation Loss: 0.1099, Dropout p: 0.30, Patience: 19/75            
Epoch [0136/0300], Training Loss: 0.0518, Validation Loss: 0.1147, Dropout p: 0.30, Patience: 20/75            
Epoch [0137/0300], Training Loss: 0.0552, Validation Loss: 0.1121, Dropout p: 0.30, Patience: 21/75            
Epoch [0138/0300], Training Loss: 0.0622, Validation Loss: 0.1071, Dropout p: 0.30, Patience: 22/75            
Epoch [0139/0300], Training Loss: 0.0656, Validation Loss: 0.1111, Dropout p: 0.30, Patience: 23/75            
Epoch [0140/0300], Training Loss: 0.0499, Validation Loss: 0.1098, Dropout p: 0.30, Patience: 24/75            
Epoch [0141/0300], Training Loss: 0.0512, Validation Loss: 0.1061, Dropout p: 0.30, Patience: 25/75            
Epoch [0142/0300], Training Loss: 0.0667, Validation Loss: 0.1118, Dropout p: 0.30, Patience: 26/75            
Epoch [0143/0300], Training Loss: 0.0509, Validation Loss: 0.1102, Dropout p: 0.30, Patience: 27/75            
Epoch [0144/0300], Training Loss: 0.0523, Validation Loss: 0.1064, Dropout p: 0.30, Patience: 28/75            
Epoch [0145/0300], Training Loss: 0.0564, Validation Loss: 0.1113, Dropout p: 0.30, Patience: 29/75            
Epoch [0146/0300], Training Loss: 0.0587, Validation Loss: 0.1048, Dropout p: 0.30, Patience: 30/75            
Epoch [0147/0300], Training Loss: 0.0721, Validation Loss: 0.1080, Dropout p: 0.30, Patience: 31/75            
Epoch [0148/0300], Training Loss: 0.0583, Validation Loss: 0.1038, Dropout p: 0.30, Patience: 32/75            
Epoch [0149/0300], Training Loss: 0.0643, Validation Loss: 0.1047, Dropout p: 0.30, Patience: 33/75            
Epoch [0150/0300], Training Loss: 0.0447, Validation Loss: 0.1046, Dropout p: 0.30, Patience: 34/75            
Epoch [0151/0300], Training Loss: 0.0540, Validation Loss: 0.1068, Dropout p: 0.30, Patience: 35/75            
Epoch [0152/0300], Training Loss: 0.0467, Validation Loss: 0.1078, Dropout p: 0.30, Patience: 36/75            
Epoch [0153/0300], Training Loss: 0.0500, Validation Loss: 0.1083, Dropout p: 0.30, Patience: 37/75            
Epoch [0154/0300], Training Loss: 0.0566, Validation Loss: 0.1072, Dropout p: 0.30, Patience: 38/75            
Epoch [0155/0300], Training Loss: 0.0574, Validation Loss: 0.1057, Dropout p: 0.30, Patience: 39/75            
Epoch [0156/0300], Training Loss: 0.0481, Validation Loss: 0.1055, Dropout p: 0.30, Patience: 40/75            
Epoch [0157/0300], Training Loss: 0.0530, Validation Loss: 0.1102, Dropout p: 0.30, Patience: 41/75            
Epoch [0158/0300], Training Loss: 0.0602, Validation Loss: 0.1072, Dropout p: 0.30, Patience: 42/75            
Epoch [0159/0300], Training Loss: 0.0449, Validation Loss: 0.1091, Dropout p: 0.30, Patience: 43/75            
Epoch [0160/0300], Training Loss: 0.0566, Validation Loss: 0.1112, Dropout p: 0.30, Patience: 44/75            
Epoch [0161/0300], Training Loss: 0.0601, Validation Loss: 0.1080, Dropout p: 0.30, Patience: 45/75            
Epoch [0162/0300], Training Loss: 0.0852, Validation Loss: 0.1086, Dropout p: 0.30, Patience: 46/75            
Epoch [0163/0300], Training Loss: 0.0598, Validation Loss: 0.1054, Dropout p: 0.30, Patience: 47/75            
Epoch [0164/0300], Training Loss: 0.0560, Validation Loss: 0.1055, Dropout p: 0.30, Patience: 48/75            
Epoch [0165/0300], Training Loss: 0.0809, Validation Loss: 0.1109, Dropout p: 0.30, Patience: 49/75            
Epoch [0166/0300], Training Loss: 0.0544, Validation Loss: 0.1077, Dropout p: 0.30, Patience: 50/75            
Epoch [0167/0300], Training Loss: 0.0505, Validation Loss: 0.1096, Dropout p: 0.30, Patience: 51/75            
Epoch [0168/0300], Training Loss: 0.0570, Validation Loss: 0.1104, Dropout p: 0.30, Patience: 52/75            
Epoch [0169/0300], Training Loss: 0.0663, Validation Loss: 0.1061, Dropout p: 0.30, Patience: 53/75            
Epoch [0170/0300], Training Loss: 0.0703, Validation Loss: 0.1089, Dropout p: 0.30, Patience: 54/75            
Epoch [0171/0300], Training Loss: 0.0434, Validation Loss: 0.1071, Dropout p: 0.30, Patience: 55/75            
Epoch [0172/0300], Training Loss: 0.0577, Validation Loss: 0.1109, Dropout p: 0.30, Patience: 56/75            
Epoch [0173/0300], Training Loss: 0.0549, Validation Loss: 0.1091, Dropout p: 0.30, Patience: 57/75            
Epoch [0174/0300], Training Loss: 0.0545, Validation Loss: 0.1088, Dropout p: 0.30, Patience: 58/75            
Epoch [0175/0300], Training Loss: 0.0686, Validation Loss: 0.1088, Dropout p: 0.30, Patience: 59/75            
